group,subgroup,category,year,key,value
Männer,35-44-jährig,problems_sleep,2007,pathological,0.03828
Männer,45-54-jährig,problems_sleep,2007,pathological,0.06602000000000001
Männer,55-64-jährig,problems_sleep,2007,pathological,0.07636
Männer,65-74-jährig,problems_sleep,2007,pathological,0.061900000000000004
Männer,75+-jährig,problems_sleep,2007,pathological,0.06453
Frauen,15-24-jährig,problems_sleep,2007,pathological,0.05033000000000001
Frauen,25-34-jährig,problems_sleep,2007,pathological,0.051289999999999995
Frauen,35-44-jährig,problems_sleep,2007,pathological,0.07582
Frauen,45-54-jährig,problems_sleep,2007,pathological,0.09637000000000001
Frauen,55-64-jährig,problems_sleep,2007,pathological,0.11582
Frauen,65-74-jährig,problems_sleep,2007,pathological,0.08432
Frauen,75+-jährig,problems_sleep,2007,pathological,0.09747
Männer,15-24-jährig,problems_sleep,2012,none_light,0.87362
Männer,25-34-jährig,problems_sleep,2012,none_light,0.8562000000000001
Männer,35-44-jährig,problems_sleep,2012,none_light,0.8179000000000001
Männer,45-54-jährig,problems_sleep,2012,none_light,0.78684
Männer,55-64-jährig,problems_sleep,2012,none_light,0.7469199999999999
Männer,65-74-jährig,problems_sleep,2012,none_light,0.75375
Männer,75+-jährig,problems_sleep,2012,none_light,0.70722
Frauen,15-24-jährig,problems_sleep,2012,none_light,0.73859
Frauen,25-34-jährig,problems_sleep,2012,none_light,0.77459
Frauen,35-44-jährig,problems_sleep,2012,none_light,0.7752899999999999
Frauen,45-54-jährig,problems_sleep,2012,none_light,0.74125
Frauen,55-64-jährig,problems_sleep,2012,none_light,0.64334
Frauen,65-74-jährig,problems_sleep,2012,none_light,0.66449
Frauen,75+-jährig,problems_sleep,2012,none_light,0.64167
Männer,15-24-jährig,problems_sleep,2012,medium,0.10386
Männer,25-34-jährig,problems_sleep,2012,medium,0.11832000000000001
Männer,35-44-jährig,problems_sleep,2012,medium,0.14605
Männer,45-54-jährig,problems_sleep,2012,medium,0.15884
Männer,55-64-jährig,problems_sleep,2012,medium,0.17321999999999999
Männer,65-74-jährig,problems_sleep,2012,medium,0.20879999999999999
Männer,75+-jährig,problems_sleep,2012,medium,0.22658999999999999
Frauen,15-24-jährig,problems_sleep,2012,medium,0.21388000000000001
Frauen,25-34-jährig,problems_sleep,2012,medium,0.16515000000000002
Frauen,35-44-jährig,problems_sleep,2012,medium,0.16335
Frauen,45-54-jährig,problems_sleep,2012,medium,0.17387
Frauen,55-64-jährig,problems_sleep,2012,medium,0.23836
Frauen,65-74-jährig,problems_sleep,2012,medium,0.25136
Frauen,75+-jährig,problems_sleep,2012,medium,0.3005
Männer,15-24-jährig,problems_sleep,2012,pathological,0.02252
Männer,25-34-jährig,problems_sleep,2012,pathological,0.02548
Männer,35-44-jährig,problems_sleep,2012,pathological,0.03605
Männer,45-54-jährig,problems_sleep,2012,pathological,0.05432000000000001
Männer,55-64-jährig,problems_sleep,2012,pathological,0.07986
Männer,65-74-jährig,problems_sleep,2012,pathological,0.037450000000000004
Männer,75+-jährig,problems_sleep,2012,pathological,0.06619
Frauen,15-24-jährig,problems_sleep,2012,pathological,0.04753
Frauen,25-34-jährig,problems_sleep,2012,pathological,0.060270000000000004
Frauen,35-44-jährig,problems_sleep,2012,pathological,0.061349999999999995
Frauen,45-54-jährig,problems_sleep,2012,pathological,0.08488
Frauen,55-64-jährig,problems_sleep,2012,pathological,0.1183
Frauen,65-74-jährig,problems_sleep,2012,pathological,0.08414999999999999
Frauen,75+-jährig,problems_sleep,2012,pathological,0.057830000000000006
Männer,15-24-jährig,problems_sleep,2017,none_light,0.81451
Männer,25-34-jährig,problems_sleep,2017,none_light,0.7870900000000001
Männer,35-44-jährig,problems_sleep,2017,none_light,0.75088
Männer,45-54-jährig,problems_sleep,2017,none_light,0.73283
Männer,55-64-jährig,problems_sleep,2017,none_light,0.67375
Männer,65-74-jährig,problems_sleep,2017,none_light,0.69453
Männer,75+-jährig,problems_sleep,2017,none_light,0.68869
Frauen,15-24-jährig,problems_sleep,2017,none_light,0.74076
Frauen,25-34-jährig,problems_sleep,2017,none_light,0.71134
Frauen,35-44-jährig,problems_sleep,2017,none_light,0.71296
Frauen,45-54-jährig,problems_sleep,2017,none_light,0.68027
Frauen,55-64-jährig,problems_sleep,2017,none_light,0.64244
Frauen,65-74-jährig,problems_sleep,2017,none_light,0.6447700000000001
Frauen,75+-jährig,problems_sleep,2017,none_light,0.57121
Männer,15-24-jährig,problems_sleep,2017,medium,0.16588999999999998
Männer,25-34-jährig,problems_sleep,2017,medium,0.17756
Männer,35-44-jährig,problems_sleep,2017,medium,0.20098
Männer,45-54-jährig,problems_sleep,2017,medium,0.21204
Männer,55-64-jährig,problems_sleep,2017,medium,0.24600000000000002
Männer,65-74-jährig,problems_sleep,2017,medium,0.25113
Männer,75+-jährig,problems_sleep,2017,medium,0.27214
Frauen,15-24-jährig,problems_sleep,2017,medium,0.21927
Frauen,25-34-jährig,problems_sleep,2017,medium,0.22026
Frauen,35-44-jährig,problems_sleep,2017,medium,0.21846
Frauen,45-54-jährig,problems_sleep,2017,medium,0.22514
Frauen,55-64-jährig,problems_sleep,2017,medium,0.25713
Frauen,65-74-jährig,problems_sleep,2017,medium,0.26763000000000003
Frauen,75+-jährig,problems_sleep,2017,medium,0.36087
Männer,15-24-jährig,problems_sleep,2017,pathological,0.01959
Männer,25-34-jährig,problems_sleep,2017,pathological,0.03536
Männer,35-44-jährig,problems_sleep,2017,pathological,0.04814
Männer,45-54-jährig,problems_sleep,2017,pathological,0.05513
Männer,55-64-jährig,problems_sleep,2017,pathological,0.08025
Männer,65-74-jährig,problems_sleep,2017,pathological,0.05434
Männer,75+-jährig,problems_sleep,2017,pathological,0.039169999999999996
Frauen,15-24-jährig,problems_sleep,2017,pathological,0.03997
Frauen,25-34-jährig,problems_sleep,2017,pathological,0.06839
Frauen,35-44-jährig,problems_sleep,2017,pathological,0.06858
Frauen,45-54-jährig,problems_sleep,2017,pathological,0.09459
Frauen,55-64-jährig,problems_sleep,2017,pathological,0.10042999999999999
Frauen,65-74-jährig,problems_sleep,2017,pathological,0.0876
Frauen,75+-jährig,problems_sleep,2017,pathological,0.06792
Männer,15-24-jährig,bloodpressure,1992,yes,0.04106
Männer,25-34-jährig,bloodpressure,1992,yes,0.05269
Männer,35-44-jährig,bloodpressure,1992,yes,0.08743000000000001
Männer,45-54-jährig,bloodpressure,1992,yes,0.1476
Männer,55-64-jährig,bloodpressure,1992,yes,0.22986
Männer,65-74-jährig,bloodpressure,1992,yes,0.33263
Männer,75+-jährig,bloodpressure,1992,yes,0.31338
Frauen,15-24-jährig,bloodpressure,1992,yes,0.028319999999999998
Frauen,25-34-jährig,bloodpressure,1992,yes,0.03031
Frauen,35-44-jährig,bloodpressure,1992,yes,0.044059999999999995
Frauen,45-54-jährig,bloodpressure,1992,yes,0.11686
Frauen,55-64-jährig,bloodpressure,1992,yes,0.22692
Frauen,65-74-jährig,bloodpressure,1992,yes,0.36844
Frauen,75+-jährig,bloodpressure,1992,yes,0.42369
Männer,15-24-jährig,bloodpressure,1992,no,0.95894
Männer,25-34-jährig,bloodpressure,1992,no,0.94731
Männer,35-44-jährig,bloodpressure,1992,no,0.9125700000000001
Männer,45-54-jährig,bloodpressure,1992,no,0.8523999999999999
Männer,55-64-jährig,bloodpressure,1992,no,0.7701399999999999
Männer,65-74-jährig,bloodpressure,1992,no,0.6673699999999999
Männer,75+-jährig,bloodpressure,1992,no,0.68662
Frauen,15-24-jährig,bloodpressure,1992,no,0.9716800000000001
Frauen,25-34-jährig,bloodpressure,1992,no,0.9696899999999999
Frauen,35-44-jährig,bloodpressure,1992,no,0.9559399999999999
Frauen,45-54-jährig,bloodpressure,1992,no,0.8831399999999999
Frauen,55-64-jährig,bloodpressure,1992,no,0.7730800000000001
Frauen,65-74-jährig,bloodpressure,1992,no,0.63156
Frauen,75+-jährig,bloodpressure,1992,no,0.57631
Männer,15-24-jährig,bloodpressure,2002,yes,0.022109999999999998
Männer,25-34-jährig,bloodpressure,2002,yes,0.04976
Männer,35-44-jährig,bloodpressure,2002,yes,0.06445000000000001
Männer,45-54-jährig,bloodpressure,2002,yes,0.11054
Männer,55-64-jährig,bloodpressure,2002,yes,0.24887
Männer,65-74-jährig,bloodpressure,2002,yes,0.40398
Männer,75+-jährig,bloodpressure,2002,yes,0.38439999999999996
Frauen,15-24-jährig,bloodpressure,2002,yes,0.01894
Frauen,25-34-jährig,bloodpressure,2002,yes,0.02205
Frauen,35-44-jährig,bloodpressure,2002,yes,0.03593
Frauen,45-54-jährig,bloodpressure,2002,yes,0.09887
Frauen,55-64-jährig,bloodpressure,2002,yes,0.25473
Frauen,65-74-jährig,bloodpressure,2002,yes,0.37811
Frauen,75+-jährig,bloodpressure,2002,yes,0.44933
Männer,15-24-jährig,bloodpressure,2002,no,0.97789
Männer,25-34-jährig,bloodpressure,2002,no,0.95024
Männer,35-44-jährig,bloodpressure,2002,no,0.9355500000000001
Männer,45-54-jährig,bloodpressure,2002,no,0.88946
Männer,55-64-jährig,bloodpressure,2002,no,0.75113
Männer,65-74-jährig,bloodpressure,2002,no,0.59602
Männer,75+-jährig,bloodpressure,2002,no,0.6156
Frauen,15-24-jährig,bloodpressure,2002,no,0.9810599999999999
Frauen,25-34-jährig,bloodpressure,2002,no,0.97795
Frauen,35-44-jährig,bloodpressure,2002,no,0.96407
Frauen,45-54-jährig,bloodpressure,2002,no,0.90113
Frauen,55-64-jährig,bloodpressure,2002,no,0.74527
Frauen,65-74-jährig,bloodpressure,2002,no,0.62189
Frauen,75+-jährig,bloodpressure,2002,no,0.55067
Männer,15-24-jährig,bloodpressure,2007,yes,0.017490000000000002
Männer,25-34-jährig,bloodpressure,2007,yes,0.04141
Männer,35-44-jährig,bloodpressure,2007,yes,0.07389
Männer,45-54-jährig,bloodpressure,2007,yes,0.16417
Männer,55-64-jährig,bloodpressure,2007,yes,0.30377
Männer,65-74-jährig,bloodpressure,2007,yes,0.42123
Männer,75+-jährig,bloodpressure,2007,yes,0.53715
Frauen,15-24-jährig,bloodpressure,2007,yes,0.018340000000000002
Frauen,25-34-jährig,bloodpressure,2007,yes,0.026949999999999998
Frauen,35-44-jährig,bloodpressure,2007,yes,0.040010000000000004
Frauen,45-54-jährig,bloodpressure,2007,yes,0.10923999999999999
Frauen,55-64-jährig,bloodpressure,2007,yes,0.22271999999999997
Frauen,65-74-jährig,bloodpressure,2007,yes,0.39982
Frauen,75+-jährig,bloodpressure,2007,yes,0.5502600000000001
Männer,15-24-jährig,bloodpressure,2007,no,0.98251
Männer,25-34-jährig,bloodpressure,2007,no,0.9585899999999999
Männer,35-44-jährig,bloodpressure,2007,no,0.92611
Männer,45-54-jährig,bloodpressure,2007,no,0.83583
Männer,55-64-jährig,bloodpressure,2007,no,0.69623
Männer,65-74-jährig,bloodpressure,2007,no,0.57877
Männer,75+-jährig,bloodpressure,2007,no,0.46285
Frauen,15-24-jährig,bloodpressure,2007,no,0.98166
Frauen,25-34-jährig,bloodpressure,2007,no,0.9730500000000001
Frauen,35-44-jährig,bloodpressure,2007,no,0.9599899999999999
Frauen,45-54-jährig,bloodpressure,2007,no,0.8907599999999999
Frauen,55-64-jährig,bloodpressure,2007,no,0.77728
Frauen,65-74-jährig,bloodpressure,2007,no,0.60018
Frauen,75+-jährig,bloodpressure,2007,no,0.44974
Männer,15-24-jährig,bloodpressure,2012,yes,0.030619999999999998
Männer,25-34-jährig,bloodpressure,2012,yes,0.03645
Männer,35-44-jährig,bloodpressure,2012,yes,0.06944
Männer,45-54-jährig,bloodpressure,2012,yes,0.14625
Männer,55-64-jährig,bloodpressure,2012,yes,0.3178
Männer,65-74-jährig,bloodpressure,2012,yes,0.49038
Männer,75+-jährig,bloodpressure,2012,yes,0.50596
Frauen,15-24-jährig,bloodpressure,2012,yes,0.01572
Frauen,25-34-jährig,bloodpressure,2012,yes,0.028380000000000002
Frauen,35-44-jährig,bloodpressure,2012,yes,0.03289
Frauen,45-54-jährig,bloodpressure,2012,yes,0.09894
Frauen,55-64-jährig,bloodpressure,2012,yes,0.23614999999999997
Frauen,65-74-jährig,bloodpressure,2012,yes,0.38874000000000003
Frauen,75+-jährig,bloodpressure,2012,yes,0.57969
Männer,15-24-jährig,bloodpressure,2012,no,0.96938
Männer,25-34-jährig,bloodpressure,2012,no,0.96355
Männer,35-44-jährig,bloodpressure,2012,no,0.9305599999999999
Männer,45-54-jährig,bloodpressure,2012,no,0.85375
Männer,55-64-jährig,bloodpressure,2012,no,0.6822
Männer,65-74-jährig,bloodpressure,2012,no,0.5096200000000001
Männer,75+-jährig,bloodpressure,2012,no,0.49404000000000003
Frauen,15-24-jährig,bloodpressure,2012,no,0.9842799999999999
Frauen,25-34-jährig,bloodpressure,2012,no,0.97162
Frauen,35-44-jährig,bloodpressure,2012,no,0.96711
Frauen,45-54-jährig,bloodpressure,2012,no,0.90106
Frauen,55-64-jährig,bloodpressure,2012,no,0.76385
Frauen,65-74-jährig,bloodpressure,2012,no,0.61126
Frauen,75+-jährig,bloodpressure,2012,no,0.42030999999999996
Männer,15-24-jährig,bloodpressure,2017,yes,0.023330000000000004
Männer,25-34-jährig,bloodpressure,2017,yes,0.03343
Männer,35-44-jährig,bloodpressure,2017,yes,0.06322
Männer,45-54-jährig,bloodpressure,2017,yes,0.153
Männer,55-64-jährig,bloodpressure,2017,yes,0.31584
Männer,65-74-jährig,bloodpressure,2017,yes,0.43290999999999996
Männer,75+-jährig,bloodpressure,2017,yes,0.55753
Frauen,15-24-jährig,bloodpressure,2017,yes,0.005829999999999999
Frauen,25-34-jährig,bloodpressure,2017,yes,0.014870000000000001
Frauen,35-44-jährig,bloodpressure,2017,yes,0.02826
Frauen,45-54-jährig,bloodpressure,2017,yes,0.09347
Frauen,55-64-jährig,bloodpressure,2017,yes,0.22516999999999998
Frauen,65-74-jährig,bloodpressure,2017,yes,0.35968000000000006
Frauen,75+-jährig,bloodpressure,2017,yes,0.57192
Männer,15-24-jährig,bloodpressure,2017,no,0.97667
Männer,25-34-jährig,bloodpressure,2017,no,0.9665699999999999
Männer,35-44-jährig,bloodpressure,2017,no,0.93678
Männer,45-54-jährig,bloodpressure,2017,no,0.847
Männer,55-64-jährig,bloodpressure,2017,no,0.68416
Männer,65-74-jährig,bloodpressure,2017,no,0.56709
Männer,75+-jährig,bloodpressure,2017,no,0.44247
Frauen,15-24-jährig,bloodpressure,2017,no,0.99417
Frauen,25-34-jährig,bloodpressure,2017,no,0.9851300000000001
Frauen,35-44-jährig,bloodpressure,2017,no,0.97174
Frauen,45-54-jährig,bloodpressure,2017,no,0.9065300000000001
Frauen,55-64-jährig,bloodpressure,2017,no,0.77483
Frauen,65-74-jährig,bloodpressure,2017,no,0.64032
Frauen,75+-jährig,bloodpressure,2017,no,0.42808
Männer,15-24-jährig,drink_alcohol,1992,everyday,0.076
Männer,25-34-jährig,drink_alcohol,1992,everyday,0.19011
Männer,35-44-jährig,drink_alcohol,1992,everyday,0.34606000000000003
Männer,45-54-jährig,drink_alcohol,1992,everyday,0.37034
Männer,55-64-jährig,drink_alcohol,1992,everyday,0.44162999999999997
Männer,65-74-jährig,drink_alcohol,1992,everyday,0.41241
Männer,75+-jährig,drink_alcohol,1992,everyday,0.48656
Frauen,15-24-jährig,drink_alcohol,1992,everyday,0.010740000000000001
Frauen,25-34-jährig,drink_alcohol,1992,everyday,0.06794
Frauen,35-44-jährig,drink_alcohol,1992,everyday,0.12007
Frauen,45-54-jährig,drink_alcohol,1992,everyday,0.16383
Frauen,55-64-jährig,drink_alcohol,1992,everyday,0.14486000000000002
Frauen,65-74-jährig,drink_alcohol,1992,everyday,0.16058
Frauen,75+-jährig,drink_alcohol,1992,everyday,0.20958
Männer,15-24-jährig,drink_alcohol,1992,3_6_times_week,0.12164
Männer,25-34-jährig,drink_alcohol,1992,3_6_times_week,0.19244
Männer,35-44-jährig,drink_alcohol,1992,3_6_times_week,0.1675
Männer,45-54-jährig,drink_alcohol,1992,3_6_times_week,0.16189
Männer,55-64-jährig,drink_alcohol,1992,3_6_times_week,0.12711
Männer,65-74-jährig,drink_alcohol,1992,3_6_times_week,0.09548
Männer,75+-jährig,drink_alcohol,1992,3_6_times_week,0.0676
Frauen,15-24-jährig,drink_alcohol,1992,3_6_times_week,0.041589999999999995
Frauen,25-34-jährig,drink_alcohol,1992,3_6_times_week,0.06905
Frauen,35-44-jährig,drink_alcohol,1992,3_6_times_week,0.09986
Frauen,45-54-jährig,drink_alcohol,1992,3_6_times_week,0.07697
Frauen,55-64-jährig,drink_alcohol,1992,3_6_times_week,0.05516
Frauen,65-74-jährig,drink_alcohol,1992,3_6_times_week,0.05901
Frauen,75+-jährig,drink_alcohol,1992,3_6_times_week,0.02076
Männer,15-24-jährig,drink_alcohol,1992,1_2_times_week,0.36875
Männer,25-34-jährig,drink_alcohol,1992,1_2_times_week,0.34232
Männer,35-44-jährig,drink_alcohol,1992,1_2_times_week,0.30335999999999996
Männer,45-54-jährig,drink_alcohol,1992,1_2_times_week,0.26562
Männer,55-64-jährig,drink_alcohol,1992,1_2_times_week,0.23342
Männer,65-74-jährig,drink_alcohol,1992,1_2_times_week,0.20131
Männer,75+-jährig,drink_alcohol,1992,1_2_times_week,0.1523
Frauen,15-24-jährig,drink_alcohol,1992,1_2_times_week,0.29431999999999997
Frauen,25-34-jährig,drink_alcohol,1992,1_2_times_week,0.29234000000000004
Frauen,35-44-jährig,drink_alcohol,1992,1_2_times_week,0.32768
Frauen,45-54-jährig,drink_alcohol,1992,1_2_times_week,0.25636
Frauen,55-64-jährig,drink_alcohol,1992,1_2_times_week,0.24226
Frauen,65-74-jährig,drink_alcohol,1992,1_2_times_week,0.14289
Frauen,75+-jährig,drink_alcohol,1992,1_2_times_week,0.1035
Männer,15-24-jährig,drink_alcohol,1992,less_1_time_week,0.22514
Männer,25-34-jährig,drink_alcohol,1992,less_1_time_week,0.19567
Männer,35-44-jährig,drink_alcohol,1992,less_1_time_week,0.12394
Männer,45-54-jährig,drink_alcohol,1992,less_1_time_week,0.13844
Männer,55-64-jährig,drink_alcohol,1992,less_1_time_week,0.14336000000000002
Männer,65-74-jährig,drink_alcohol,1992,less_1_time_week,0.19913
Männer,75+-jährig,drink_alcohol,1992,less_1_time_week,0.19027999999999998
Frauen,15-24-jährig,drink_alcohol,1992,less_1_time_week,0.36856
Frauen,25-34-jährig,drink_alcohol,1992,less_1_time_week,0.37982
Frauen,35-44-jährig,drink_alcohol,1992,less_1_time_week,0.2995
Frauen,45-54-jährig,drink_alcohol,1992,less_1_time_week,0.31984
Frauen,55-64-jährig,drink_alcohol,1992,less_1_time_week,0.34412
Frauen,65-74-jährig,drink_alcohol,1992,less_1_time_week,0.33381
Frauen,75+-jährig,drink_alcohol,1992,less_1_time_week,0.32649
Männer,15-24-jährig,drink_alcohol,1992,never,0.20847000000000002
Männer,25-34-jährig,drink_alcohol,1992,never,0.07947
Männer,35-44-jährig,drink_alcohol,1992,never,0.05914
Männer,45-54-jährig,drink_alcohol,1992,never,0.06371
Männer,55-64-jährig,drink_alcohol,1992,never,0.05448
Männer,65-74-jährig,drink_alcohol,1992,never,0.09167
Männer,75+-jährig,drink_alcohol,1992,never,0.10326
Frauen,15-24-jährig,drink_alcohol,1992,never,0.28479
Frauen,25-34-jährig,drink_alcohol,1992,never,0.19084
Frauen,35-44-jährig,drink_alcohol,1992,never,0.15289
Frauen,45-54-jährig,drink_alcohol,1992,never,0.183
Frauen,55-64-jährig,drink_alcohol,1992,never,0.21359999999999998
Frauen,65-74-jährig,drink_alcohol,1992,never,0.30371
Frauen,75+-jährig,drink_alcohol,1992,never,0.33966
Männer,15-24-jährig,drink_alcohol,1997,everyday,0.04003999999999999
Männer,25-34-jährig,drink_alcohol,1997,everyday,0.12515
Männer,35-44-jährig,drink_alcohol,1997,everyday,0.20984999999999998
Männer,45-54-jährig,drink_alcohol,1997,everyday,0.31609000000000004
Männer,55-64-jährig,drink_alcohol,1997,everyday,0.40631
Männer,65-74-jährig,drink_alcohol,1997,everyday,0.41894
Männer,75+-jährig,drink_alcohol,1997,everyday,0.44713
Frauen,15-24-jährig,drink_alcohol,1997,everyday,0.00749
Frauen,25-34-jährig,drink_alcohol,1997,everyday,0.03674
Frauen,35-44-jährig,drink_alcohol,1997,everyday,0.08059
Frauen,45-54-jährig,drink_alcohol,1997,everyday,0.13094
Frauen,55-64-jährig,drink_alcohol,1997,everyday,0.15935
